score_band,,0
80-84,trades,1.0
80-84,win_rate_pct,0.0
80-84,net_profit,-110.82
80-84,profit_factor,0.0
80-84,average_r,-1.01
85-89,trades,38.0
85-89,win_rate_pct,39.47
85-89,net_profit,646.38
85-89,profit_factor,1.26
85-89,average_r,0.18
90-100,trades,4.0
90-100,win_rate_pct,50.0
90-100,net_profit,217.64
90-100,profit_factor,2.0
90-100,average_r,0.49
