minimum_score,minimum_adx,minimum_rvol,stop_atr,target_r,allow_long,allow_short,starting_capital,ending_capital,net_profit,total_return_pct,trades,win_rate_pct,profit_factor,average_r,max_drawdown_pct,rank_score
75,30,1.0,1.0,2.5,True,False,10000.0,11682.37,1682.37,16.82,36,41.67,1.72,0.45,-5.41,105.76400000000001
75,30,1.2,1.0,2.5,True,False,10000.0,11682.37,1682.37,16.82,36,41.67,1.72,0.45,-5.41,105.76400000000001
75,30,1.5,1.0,2.5,True,False,10000.0,11682.37,1682.37,16.82,36,41.67,1.72,0.45,-5.41,105.76400000000001
80,18,1.5,1.0,1.5,True,False,10000.0,11261.45,1261.45,12.61,30,56.67,1.88,0.41,-4.92,105.634
85,18,1.2,1.0,1.5,True,False,10000.0,11261.45,1261.45,12.61,30,56.67,1.88,0.41,-4.92,105.634
85,18,1.5,1.0,1.5,True,False,10000.0,11261.45,1261.45,12.61,30,56.67,1.88,0.41,-4.92,105.634
75,25,1.5,1.0,2.0,True,True,10000.0,11949.19,1949.19,19.49,56,44.64,1.55,0.33,-3.13,105.62799999999999
75,30,1.5,1.0,2.0,True,True,10000.0,11949.19,1949.19,19.49,56,44.64,1.55,0.33,-3.13,105.62799999999999
75,25,1.5,1.0,1.5,True,True,10000.0,11962.31,1962.31,19.62,61,52.46,1.58,0.3,-5.61,105.42200000000001
75,30,1.5,1.0,1.5,True,True,10000.0,11962.31,1962.31,19.62,61,52.46,1.58,0.3,-5.61,105.42200000000001
80,30,1.0,1.0,1.5,True,False,10000.0,10845.33,845.33,8.45,19,57.89,1.99,0.44,-1.99,104.93800000000002
85,30,1.0,1.0,1.5,True,False,10000.0,10845.33,845.33,8.45,19,57.89,1.99,0.44,-1.99,104.93800000000002
75,18,1.0,1.5,1.5,True,True,10000.0,11692.5,1692.5,16.93,51,52.94,1.64,0.32,-4.0,104.24799999999999
75,18,1.2,1.5,1.5,True,True,10000.0,11692.88,1692.88,16.93,51,52.94,1.64,0.32,-4.0,104.24799999999999
80,25,1.0,1.5,2.0,True,False,10000.0,10994.29,994.29,9.94,20,50.0,1.92,0.5,-2.97,104.11
85,25,1.0,1.5,2.0,True,False,10000.0,10994.29,994.29,9.94,20,50.0,1.92,0.5,-2.97,104.11
80,30,1.0,1.25,2.5,True,False,10000.0,10996.05,996.05,9.96,18,44.44,1.92,0.55,-2.94,104.06800000000001
85,30,1.0,1.25,2.5,True,False,10000.0,10996.05,996.05,9.96,18,44.44,1.92,0.55,-2.94,104.06800000000001
85,18,1.0,1.5,2.5,True,False,10000.0,11203.74,1203.74,12.04,23,43.48,1.85,0.52,-3.93,103.996
75,18,1.0,1.0,2.0,True,True,10000.0,11937.69,1937.69,19.38,59,44.07,1.51,0.31,-3.13,103.494
75,18,1.2,1.0,2.0,True,True,10000.0,11937.58,1937.58,19.38,59,44.07,1.51,0.31,-3.13,103.494
75,18,1.5,1.5,1.5,True,True,10000.0,11629.32,1629.32,16.29,49,53.06,1.65,0.32,-4.0,103.34200000000001
75,22,1.5,1.5,1.5,True,True,10000.0,11629.32,1629.32,16.29,49,53.06,1.65,0.32,-4.0,103.34200000000001
75,25,1.0,1.5,1.5,True,True,10000.0,11625.99,1625.99,16.26,49,53.06,1.65,0.32,-4.0,103.28200000000001
75,25,1.2,1.5,1.5,True,True,10000.0,11625.99,1625.99,16.26,49,53.06,1.65,0.32,-4.0,103.28200000000001
75,30,1.0,1.5,1.5,True,True,10000.0,11625.99,1625.99,16.26,49,53.06,1.65,0.32,-4.0,103.28200000000001
75,30,1.2,1.5,1.5,True,True,10000.0,11625.99,1625.99,16.26,49,53.06,1.65,0.32,-4.0,103.28200000000001
90,18,1.5,1.25,1.5,True,False,10000.0,10246.34,246.34,2.46,5,60.0,2.21,0.49,-1.01,103.05999999999999
90,22,1.5,1.25,1.5,True,False,10000.0,10246.34,246.34,2.46,5,60.0,2.21,0.49,-1.01,103.05999999999999
90,25,1.5,1.25,1.5,True,False,10000.0,10246.34,246.34,2.46,5,60.0,2.21,0.49,-1.01,103.05999999999999
90,30,1.5,1.25,1.5,True,False,10000.0,10246.34,246.34,2.46,5,60.0,2.21,0.49,-1.01,103.05999999999999
80,18,1.5,1.0,2.0,True,False,10000.0,11315.3,1315.3,13.15,29,48.28,1.8,0.44,-4.88,102.876
85,18,1.2,1.0,2.0,True,False,10000.0,11315.3,1315.3,13.15,29,48.28,1.8,0.44,-4.88,102.876
85,18,1.5,1.0,2.0,True,False,10000.0,11315.3,1315.3,13.15,29,48.28,1.8,0.44,-4.88,102.876
80,25,1.2,1.25,1.5,True,False,10000.0,10900.44,900.44,9.0,21,57.14,1.94,0.42,-2.96,102.768
80,25,1.5,1.25,1.5,True,False,10000.0,10900.44,900.44,9.0,21,57.14,1.94,0.42,-2.96,102.768
85,25,1.2,1.25,1.5,True,False,10000.0,10900.44,900.44,9.0,21,57.14,1.94,0.42,-2.96,102.768
85,25,1.5,1.25,1.5,True,False,10000.0,10900.44,900.44,9.0,21,57.14,1.94,0.42,-2.96,102.768
90,18,1.5,1.5,1.5,True,False,10000.0,10243.63,243.63,2.44,5,60.0,2.19,0.5,-1.01,102.51999999999998
90,22,1.5,1.5,1.5,True,False,10000.0,10243.63,243.63,2.44,5,60.0,2.19,0.5,-1.01,102.51999999999998
90,25,1.5,1.5,1.5,True,False,10000.0,10243.63,243.63,2.44,5,60.0,2.19,0.5,-1.01,102.51999999999998
90,30,1.5,1.5,1.5,True,False,10000.0,10243.63,243.63,2.44,5,60.0,2.19,0.5,-1.01,102.51999999999998
80,18,1.0,1.25,2.0,True,False,10000.0,11318.74,1318.74,13.19,29,48.28,1.79,0.44,-5.81,101.676
80,30,1.0,1.5,1.5,True,True,10000.0,11058.88,1058.88,10.59,27,55.56,1.84,0.39,-2.95,101.54200000000002
85,30,1.0,1.5,1.5,True,True,10000.0,11058.88,1058.88,10.59,27,55.56,1.84,0.39,-2.95,101.54200000000002
80,25,1.0,1.5,1.5,True,True,10000.0,11209.44,1209.44,12.09,33,54.55,1.77,0.36,-2.95,101.28999999999999
85,25,1.0,1.5,1.5,True,True,10000.0,11209.44,1209.44,12.09,33,54.55,1.77,0.36,-2.95,101.28999999999999
85,18,1.0,1.5,1.5,True,True,10000.0,11430.47,1430.47,14.3,41,53.66,1.7,0.34,-4.41,101.222
80,25,1.5,1.5,1.5,True,True,10000.0,11105.49,1105.49,11.05,29,55.17,1.81,0.38,-2.95,101.134
85,25,1.5,1.5,1.5,True,True,10000.0,11105.49,1105.49,11.05,29,55.17,1.81,0.38,-2.95,101.134
80,30,1.0,1.5,2.0,True,False,10000.0,10791.21,791.21,7.91,16,50.0,1.92,0.5,-2.02,101.00000000000001
85,30,1.0,1.5,2.0,True,False,10000.0,10791.21,791.21,7.91,16,50.0,1.92,0.5,-2.02,101.00000000000001
75,18,1.5,1.0,2.0,True,True,10000.0,11830.37,1830.37,18.3,57,43.86,1.5,0.31,-3.13,100.94200000000001
75,22,1.5,1.0,2.0,True,True,10000.0,11830.37,1830.37,18.3,57,43.86,1.5,0.31,-3.13,100.94200000000001
75,25,1.0,1.0,2.0,True,True,10000.0,11827.61,1827.61,18.28,57,43.86,1.5,0.31,-3.13,100.90200000000002
75,25,1.2,1.0,2.0,True,True,10000.0,11827.61,1827.61,18.28,57,43.86,1.5,0.31,-3.13,100.90200000000002
75,30,1.0,1.0,2.0,True,True,10000.0,11827.61,1827.61,18.28,57,43.86,1.5,0.31,-3.13,100.90200000000002
75,30,1.2,1.0,2.0,True,True,10000.0,11827.61,1827.61,18.28,57,43.86,1.5,0.31,-3.13,100.90200000000002
75,18,1.5,1.0,1.5,True,True,10000.0,11843.37,1843.37,18.43,62,51.61,1.53,0.28,-5.61,100.722
75,22,1.5,1.0,1.5,True,True,10000.0,11843.37,1843.37,18.43,62,51.61,1.53,0.28,-5.61,100.722
80,25,1.0,1.5,2.0,True,True,10000.0,11320.68,1320.68,13.21,32,46.88,1.73,0.4,-3.91,100.436
85,25,1.0,1.5,2.0,True,True,10000.0,11320.68,1320.68,13.21,32,46.88,1.73,0.4,-3.91,100.436
75,18,1.5,1.5,2.5,True,True,10000.0,11673.37,1673.37,16.73,43,39.53,1.58,0.38,-3.94,100.32600000000001
75,22,1.5,1.5,2.5,True,True,10000.0,11673.37,1673.37,16.73,43,39.53,1.58,0.38,-3.94,100.32600000000001
75,25,1.5,1.5,2.5,True,True,10000.0,11673.02,1673.02,16.73,43,39.53,1.58,0.38,-3.94,100.32600000000001
75,30,1.5,1.5,2.5,True,True,10000.0,11673.02,1673.02,16.73,43,39.53,1.58,0.38,-3.94,100.32600000000001
80,18,1.2,1.25,2.0,True,False,10000.0,11215.88,1215.88,12.16,27,48.15,1.78,0.44,-4.89,100.16
80,30,1.5,1.25,2.0,True,True,10000.0,11106.2,1106.2,11.06,25,48.0,1.79,0.43,-2.97,100.0
85,30,1.5,1.25,2.0,True,True,10000.0,11106.2,1106.2,11.06,25,48.0,1.79,0.43,-2.97,100.0
80,30,1.0,1.5,2.5,True,False,10000.0,10839.35,839.35,8.39,16,43.75,1.88,0.53,-1.99,99.94000000000001
85,30,1.0,1.5,2.5,True,False,10000.0,10839.35,839.35,8.39,16,43.75,1.88,0.53,-1.99,99.94000000000001
80,18,1.5,1.25,1.5,True,False,10000.0,11056.62,1056.62,10.57,27,55.56,1.81,0.38,-3.94,99.262
85,18,1.2,1.25,1.5,True,False,10000.0,11056.62,1056.62,10.57,27,55.56,1.81,0.38,-3.94,99.262
85,18,1.5,1.25,1.5,True,False,10000.0,11056.62,1056.62,10.57,27,55.56,1.81,0.38,-3.94,99.262
75,18,1.5,1.0,2.5,True,False,10000.0,11561.0,1561.0,15.61,37,40.54,1.64,0.41,-6.36,98.56800000000001
75,22,1.0,1.0,2.5,True,False,10000.0,11561.0,1561.0,15.61,37,40.54,1.64,0.41,-6.36,98.56800000000001
75,22,1.2,1.0,2.5,True,False,10000.0,11561.0,1561.0,15.61,37,40.54,1.64,0.41,-6.36,98.56800000000001
75,22,1.5,1.0,2.5,True,False,10000.0,11561.0,1561.0,15.61,37,40.54,1.64,0.41,-6.36,98.56800000000001
75,22,1.0,1.5,1.5,True,True,10000.0,11512.13,1512.13,15.12,50,52.0,1.58,0.3,-4.0,97.94000000000001
75,22,1.2,1.5,1.5,True,True,10000.0,11512.13,1512.13,15.12,50,52.0,1.58,0.3,-4.0,97.94000000000001
75,25,1.0,1.5,2.0,True,False,10000.0,11209.0,1209.0,12.09,30,46.67,1.71,0.39,-3.94,97.224
75,25,1.2,1.5,2.0,True,False,10000.0,11209.0,1209.0,12.09,30,46.67,1.71,0.39,-3.94,97.224
75,25,1.5,1.5,2.0,True,False,10000.0,11209.0,1209.0,12.09,30,46.67,1.71,0.39,-3.94,97.224
75,30,1.0,1.5,2.0,True,False,10000.0,11209.0,1209.0,12.09,30,46.67,1.71,0.39,-3.94,97.224
75,30,1.2,1.5,2.0,True,False,10000.0,11209.0,1209.0,12.09,30,46.67,1.71,0.39,-3.94,97.224
75,30,1.5,1.5,2.0,True,False,10000.0,11209.0,1209.0,12.09,30,46.67,1.71,0.39,-3.94,97.224
75,25,1.5,1.5,2.0,True,True,10000.0,11515.51,1515.51,15.16,45,44.44,1.58,0.33,-3.97,97.138
75,30,1.5,1.5,2.0,True,True,10000.0,11515.51,1515.51,15.16,45,44.44,1.58,0.33,-3.97,97.138
75,18,1.5,1.5,2.0,True,True,10000.0,11515.18,1515.18,15.15,45,44.44,1.58,0.33,-3.97,97.11800000000001
75,22,1.5,1.5,2.0,True,True,10000.0,11515.18,1515.18,15.15,45,44.44,1.58,0.33,-3.97,97.11800000000001
75,18,1.0,1.0,1.5,True,True,10000.0,11719.91,1719.91,17.2,63,50.79,1.48,0.26,-4.53,97.02799999999999
75,18,1.2,1.0,1.5,True,True,10000.0,11719.8,1719.8,17.2,63,50.79,1.48,0.26,-4.53,97.02799999999999
80,30,1.0,1.25,2.0,True,True,10000.0,11204.55,1204.55,12.05,30,46.67,1.68,0.39,-3.03,97.004
85,30,1.0,1.25,2.0,True,True,10000.0,11204.55,1204.55,12.05,30,46.67,1.68,0.39,-3.03,97.004
75,22,1.0,1.0,2.0,True,True,10000.0,11708.78,1708.78,17.09,58,43.1,1.45,0.28,-3.13,96.02000000000001
75,22,1.2,1.0,2.0,True,True,10000.0,11708.78,1708.78,17.09,58,43.1,1.45,0.28,-3.13,96.02000000000001
80,25,1.2,1.0,2.0,True,False,10000.0,10991.07,991.07,9.91,23,47.83,1.77,0.43,-3.92,96.016
80,25,1.5,1.0,2.0,True,False,10000.0,10991.07,991.07,9.91,23,47.83,1.77,0.43,-3.92,96.016
85,25,1.2,1.0,2.0,True,False,10000.0,10991.07,991.07,9.91,23,47.83,1.77,0.43,-3.92,96.016
85,25,1.5,1.0,2.0,True,False,10000.0,10991.07,991.07,9.91,23,47.83,1.77,0.43,-3.92,96.016
80,30,1.5,1.25,1.5,True,False,10000.0,10641.27,641.27,6.41,16,56.25,1.88,0.4,-1.99,95.88000000000001
85,30,1.5,1.25,1.5,True,False,10000.0,10641.27,641.27,6.41,16,56.25,1.88,0.4,-1.99,95.88000000000001
75,25,1.0,1.0,1.5,True,True,10000.0,11674.61,1674.61,16.75,61,50.82,1.48,0.26,-5.61,95.054
75,25,1.2,1.0,1.5,True,True,10000.0,11674.61,1674.61,16.75,61,50.82,1.48,0.26,-5.61,95.054
75,30,1.0,1.0,1.5,True,True,10000.0,11674.61,1674.61,16.75,61,50.82,1.48,0.26,-5.61,95.054
75,30,1.2,1.0,1.5,True,True,10000.0,11674.61,1674.61,16.75,61,50.82,1.48,0.26,-5.61,95.054
80,30,1.2,1.25,2.0,True,True,10000.0,11096.34,1096.34,10.96,28,46.43,1.67,0.39,-2.99,94.46600000000001
85,30,1.2,1.25,2.0,True,True,10000.0,11096.34,1096.34,10.96,28,46.43,1.67,0.39,-2.99,94.46600000000001
80,18,1.0,1.5,1.5,True,True,10000.0,11366.38,1366.38,13.66,44,52.27,1.6,0.3,-5.38,94.394
75,18,1.2,1.5,2.5,True,True,10000.0,11561.61,1561.61,15.62,44,38.64,1.52,0.35,-4.83,94.338
75,22,1.0,1.5,2.5,True,True,10000.0,11561.61,1561.61,15.62,44,38.64,1.52,0.35,-4.83,94.338
75,22,1.2,1.5,2.5,True,True,10000.0,11561.61,1561.61,15.62,44,38.64,1.52,0.35,-4.83,94.338
75,18,1.0,1.5,2.5,True,True,10000.0,11561.11,1561.11,15.61,44,38.64,1.52,0.35,-4.83,94.318
75,25,1.0,1.5,2.5,True,True,10000.0,11561.27,1561.27,15.61,44,38.64,1.52,0.35,-4.83,94.318
75,25,1.2,1.5,2.5,True,True,10000.0,11561.27,1561.27,15.61,44,38.64,1.52,0.35,-4.83,94.318
75,30,1.0,1.5,2.5,True,True,10000.0,11561.27,1561.27,15.61,44,38.64,1.52,0.35,-4.83,94.318
75,30,1.2,1.5,2.5,True,True,10000.0,11561.27,1561.27,15.61,44,38.64,1.52,0.35,-4.83,94.318
80,30,1.5,1.5,2.5,True,False,10000.0,10692.43,692.43,6.92,14,42.86,1.82,0.5,-1.99,94.12200000000001
85,30,1.5,1.5,2.5,True,False,10000.0,10692.43,692.43,6.92,14,42.86,1.82,0.5,-1.99,94.12200000000001
80,25,1.2,1.5,2.5,True,False,10000.0,10888.89,888.89,8.89,19,42.11,1.75,0.47,-2.96,93.89200000000001
80,25,1.5,1.5,2.5,True,False,10000.0,10888.89,888.89,8.89,19,42.11,1.75,0.47,-2.96,93.89200000000001
85,25,1.2,1.5,2.5,True,False,10000.0,10888.89,888.89,8.89,19,42.11,1.75,0.47,-2.96,93.89200000000001
85,25,1.5,1.5,2.5,True,False,10000.0,10888.89,888.89,8.89,19,42.11,1.75,0.47,-2.96,93.89200000000001
80,25,1.5,1.25,2.0,True,True,10000.0,11198.92,1198.92,11.99,33,45.45,1.61,0.36,-2.99,93.63000000000001
85,25,1.5,1.25,2.0,True,True,10000.0,11198.92,1198.92,11.99,33,45.45,1.61,0.36,-2.99,93.63000000000001
80,25,1.0,1.0,2.5,True,False,10000.0,11089.6,1089.6,10.9,24,41.67,1.72,0.45,-5.84,93.494
85,25,1.0,1.0,2.5,True,False,10000.0,11089.6,1089.6,10.9,24,41.67,1.72,0.45,-5.84,93.494
80,30,1.2,1.0,1.5,True,False,10000.0,10689.67,689.67,6.9,18,55.56,1.81,0.38,-2.52,93.342
85,30,1.2,1.0,1.5,True,False,10000.0,10689.67,689.67,6.9,18,55.56,1.81,0.38,-2.52,93.342
80,30,1.5,1.5,1.5,True,True,10000.0,10790.94,790.94,7.91,22,54.55,1.77,0.36,-2.97,92.91000000000001
85,30,1.5,1.5,1.5,True,True,10000.0,10790.94,790.94,7.91,22,54.55,1.77,0.36,-2.97,92.91000000000001
80,30,1.0,1.0,2.5,True,False,10000.0,10889.29,889.29,8.89,19,42.11,1.74,0.46,-3.49,92.81200000000001
85,30,1.0,1.0,2.5,True,False,10000.0,10889.29,889.29,8.89,19,42.11,1.74,0.46,-3.49,92.81200000000001
90,18,1.0,1.25,2.5,True,False,10000.0,10488.23,488.23,4.88,9,44.44,1.91,0.55,-3.92,92.578
90,22,1.0,1.25,2.5,True,False,10000.0,10488.23,488.23,4.88,9,44.44,1.91,0.55,-3.92,92.578
90,25,1.0,1.25,2.5,True,False,10000.0,10488.23,488.23,4.88,9,44.44,1.91,0.55,-3.92,92.578
90,30,1.0,1.25,2.5,True,False,10000.0,10488.23,488.23,4.88,9,44.44,1.91,0.55,-3.92,92.578
90,18,1.2,1.25,2.5,True,True,10000.0,10487.49,487.49,4.87,9,44.44,1.91,0.55,-3.91,92.568
90,22,1.2,1.25,2.5,True,True,10000.0,10487.49,487.49,4.87,9,44.44,1.91,0.55,-3.91,92.568
90,25,1.2,1.25,2.5,True,True,10000.0,10487.49,487.49,4.87,9,44.44,1.91,0.55,-3.91,92.568
90,30,1.2,1.25,2.5,True,True,10000.0,10487.49,487.49,4.87,9,44.44,1.91,0.55,-3.91,92.568
90,18,1.0,1.5,2.0,True,False,10000.0,10389.96,389.96,3.9,8,50.0,1.93,0.5,-2.94,92.41
90,22,1.0,1.5,2.0,True,False,10000.0,10389.96,389.96,3.9,8,50.0,1.93,0.5,-2.94,92.41
90,25,1.0,1.5,2.0,True,False,10000.0,10389.96,389.96,3.9,8,50.0,1.93,0.5,-2.94,92.41
90,30,1.0,1.5,2.0,True,False,10000.0,10389.96,389.96,3.9,8,50.0,1.93,0.5,-2.94,92.41
90,18,1.2,1.5,2.0,True,False,10000.0,10294.09,294.09,2.94,6,50.0,1.95,0.49,-1.96,91.97
90,22,1.2,1.5,2.0,True,False,10000.0,10294.09,294.09,2.94,6,50.0,1.95,0.49,-1.96,91.97
90,25,1.2,1.5,2.0,True,False,10000.0,10294.09,294.09,2.94,6,50.0,1.95,0.49,-1.96,91.97
90,30,1.2,1.5,2.0,True,False,10000.0,10294.09,294.09,2.94,6,50.0,1.95,0.49,-1.96,91.97
75,18,1.0,1.0,2.5,True,False,10000.0,11447.01,1447.01,14.47,38,39.47,1.57,0.37,-7.32,91.864
75,18,1.2,1.0,2.5,True,False,10000.0,11446.85,1446.85,14.47,38,39.47,1.57,0.37,-7.32,91.864
80,30,1.5,1.5,2.5,True,True,10000.0,10938.14,938.14,9.38,22,40.91,1.69,0.43,-2.97,91.722
85,30,1.5,1.5,2.5,True,True,10000.0,10938.14,938.14,9.38,22,40.91,1.69,0.43,-2.97,91.722
80,25,1.2,1.5,2.0,True,False,10000.0,10786.55,786.55,7.87,19,47.37,1.74,0.42,-3.0,91.51400000000001
80,25,1.5,1.5,2.0,True,False,10000.0,10786.55,786.55,7.87,19,47.37,1.74,0.42,-3.0,91.51400000000001
85,25,1.2,1.5,2.0,True,False,10000.0,10786.55,786.55,7.87,19,47.37,1.74,0.42,-3.0,91.51400000000001
85,25,1.5,1.5,2.0,True,False,10000.0,10786.55,786.55,7.87,19,47.37,1.74,0.42,-3.0,91.51400000000001
75,18,1.2,1.5,2.0,True,True,10000.0,11395.7,1395.7,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,22,1.0,1.5,2.0,True,True,10000.0,11395.7,1395.7,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,22,1.2,1.5,2.0,True,True,10000.0,11395.7,1395.7,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,25,1.0,1.5,2.0,True,True,10000.0,11396.03,1396.03,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,25,1.2,1.5,2.0,True,True,10000.0,11396.03,1396.03,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,30,1.0,1.5,2.0,True,True,10000.0,11396.03,1396.03,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,30,1.2,1.5,2.0,True,True,10000.0,11396.03,1396.03,13.96,46,43.48,1.51,0.3,-3.97,91.49600000000001
75,18,1.0,1.5,2.0,True,True,10000.0,11391.07,1391.07,13.91,46,43.48,1.51,0.3,-3.98,91.386
80,30,1.0,1.0,2.0,True,False,10000.0,10785.0,785.0,7.85,19,47.37,1.74,0.41,-2.95,91.324
85,30,1.0,1.0,2.0,True,False,10000.0,10785.0,785.0,7.85,19,47.37,1.74,0.41,-2.95,91.324
90,18,1.5,1.5,1.5,True,True,10000.0,10289.42,289.42,2.89,7,57.14,1.93,0.42,-1.98,91.178
90,22,1.5,1.5,1.5,True,True,10000.0,10289.42,289.42,2.89,7,57.14,1.93,0.42,-1.98,91.178
90,25,1.5,1.5,1.5,True,True,10000.0,10289.42,289.42,2.89,7,57.14,1.93,0.42,-1.98,91.178
90,30,1.5,1.5,1.5,True,True,10000.0,10289.42,289.42,2.89,7,57.14,1.93,0.42,-1.98,91.178
90,18,1.5,1.25,1.5,True,True,10000.0,10287.95,287.95,2.88,7,57.14,1.92,0.42,-1.99,90.79800000000002
90,22,1.5,1.25,1.5,True,True,10000.0,10287.95,287.95,2.88,7,57.14,1.92,0.42,-1.99,90.79800000000002
90,25,1.5,1.25,1.5,True,True,10000.0,10287.95,287.95,2.88,7,57.14,1.92,0.42,-1.99,90.79800000000002
90,30,1.5,1.25,1.5,True,True,10000.0,10287.95,287.95,2.88,7,57.14,1.92,0.42,-1.99,90.79800000000002
80,22,1.0,1.0,2.5,True,False,10000.0,11143.25,1143.25,11.43,27,40.74,1.65,0.42,-6.77,90.388
85,22,1.0,1.0,2.5,True,False,10000.0,11143.25,1143.25,11.43,27,40.74,1.65,0.42,-6.77,90.388
75,22,1.0,1.0,1.5,True,True,10000.0,11555.3,1555.3,15.55,62,50.0,1.43,0.24,-5.61,90.34
75,22,1.2,1.0,1.5,True,True,10000.0,11555.3,1555.3,15.55,62,50.0,1.43,0.24,-5.61,90.34
80,18,1.5,1.5,2.5,True,False,10000.0,10935.9,935.9,9.36,22,40.91,1.67,0.43,-3.93,90.02199999999998
85,18,1.2,1.5,2.5,True,False,10000.0,10935.9,935.9,9.36,22,40.91,1.67,0.43,-3.93,90.02199999999998
85,18,1.5,1.5,2.5,True,False,10000.0,10935.9,935.9,9.36,22,40.91,1.67,0.43,-3.93,90.02199999999998
80,22,1.0,1.5,2.5,True,False,10000.0,10931.88,931.88,9.32,22,40.91,1.67,0.43,-3.93,89.942
85,22,1.0,1.5,2.5,True,False,10000.0,10931.88,931.88,9.32,22,40.91,1.67,0.43,-3.93,89.942
90,18,1.5,1.5,2.0,False,True,10000.0,10097.33,97.33,0.97,2,50.0,1.97,0.5,-0.99,89.9
90,22,1.5,1.5,2.0,False,True,10000.0,10097.33,97.33,0.97,2,50.0,1.97,0.5,-0.99,89.9
90,25,1.5,1.5,2.0,False,True,10000.0,10097.33,97.33,0.97,2,50.0,1.97,0.5,-0.99,89.9
90,30,1.5,1.5,2.0,False,True,10000.0,10097.33,97.33,0.97,2,50.0,1.97,0.5,-0.99,89.9
75,18,1.5,1.5,2.0,True,False,10000.0,11090.25,1090.25,10.9,31,45.16,1.6,0.35,-3.94,89.892
75,22,1.0,1.5,2.0,True,False,10000.0,11090.25,1090.25,10.9,31,45.16,1.6,0.35,-3.94,89.892
75,22,1.2,1.5,2.0,True,False,10000.0,11090.25,1090.25,10.9,31,45.16,1.6,0.35,-3.94,89.892
75,22,1.5,1.5,2.0,True,False,10000.0,11090.25,1090.25,10.9,31,45.16,1.6,0.35,-3.94,89.892
80,25,1.0,1.25,2.5,True,False,10000.0,10942.63,942.63,9.43,22,40.91,1.67,0.43,-4.87,89.222
85,25,1.0,1.25,2.5,True,False,10000.0,10942.63,942.63,9.43,22,40.91,1.67,0.43,-4.87,89.222
85,18,1.0,1.0,2.5,True,False,10000.0,11188.13,1188.13,11.88,30,40.0,1.6,0.39,-6.79,88.77
90,18,1.5,1.25,2.0,False,True,10000.0,10095.46,95.46,0.95,2,50.0,1.94,0.49,-1.0,88.6
90,22,1.5,1.25,2.0,False,True,10000.0,10095.46,95.46,0.95,2,50.0,1.94,0.49,-1.0,88.6
90,25,1.5,1.25,2.0,False,True,10000.0,10095.46,95.46,0.95,2,50.0,1.94,0.49,-1.0,88.6
90,30,1.5,1.25,2.0,False,True,10000.0,10095.46,95.46,0.95,2,50.0,1.94,0.49,-1.0,88.6
90,18,1.5,1.0,2.0,False,True,10000.0,10095.14,95.14,0.95,2,50.0,1.93,0.49,-1.0,88.25
90,22,1.5,1.0,2.0,False,True,10000.0,10095.14,95.14,0.95,2,50.0,1.93,0.49,-1.0,88.25
90,25,1.5,1.0,2.0,False,True,10000.0,10095.14,95.14,0.95,2,50.0,1.93,0.49,-1.0,88.25
90,30,1.5,1.0,2.0,False,True,10000.0,10095.14,95.14,0.95,2,50.0,1.93,0.49,-1.0,88.25
85,18,1.0,1.5,2.0,True,False,10000.0,10884.89,884.89,8.85,24,45.83,1.64,0.37,-3.94,87.726
90,18,1.2,1.5,1.5,True,True,10000.0,10343.82,343.82,3.44,9,55.56,1.83,0.38,-1.97,87.672
90,22,1.2,1.5,1.5,True,True,10000.0,10343.82,343.82,3.44,9,55.56,1.83,0.38,-1.97,87.672
90,25,1.2,1.5,1.5,True,True,10000.0,10343.82,343.82,3.44,9,55.56,1.83,0.38,-1.97,87.672
90,30,1.2,1.5,1.5,True,True,10000.0,10343.82,343.82,3.44,9,55.56,1.83,0.38,-1.97,87.672
80,30,1.2,1.25,2.5,True,False,10000.0,10733.43,733.43,7.33,17,41.18,1.68,0.43,-2.95,87.34599999999999
85,30,1.2,1.25,2.5,True,False,10000.0,10733.43,733.43,7.33,17,41.18,1.68,0.43,-2.95,87.34599999999999
90,18,1.2,1.25,1.5,True,True,10000.0,10341.47,341.47,3.41,9,55.56,1.82,0.38,-1.98,87.252
90,22,1.2,1.25,1.5,True,True,10000.0,10341.47,341.47,3.41,9,55.56,1.82,0.38,-1.98,87.252
90,25,1.2,1.25,1.5,True,True,10000.0,10341.47,341.47,3.41,9,55.56,1.82,0.38,-1.98,87.252
90,30,1.2,1.25,1.5,True,True,10000.0,10341.47,341.47,3.41,9,55.56,1.82,0.38,-1.98,87.252
80,25,1.5,1.0,1.5,True,True,10000.0,11040.33,1040.33,10.4,37,51.35,1.54,0.28,-3.47,87.1
85,25,1.5,1.0,1.5,True,True,10000.0,11040.33,1040.33,10.4,37,51.35,1.54,0.28,-3.47,87.1
85,18,1.0,1.5,2.0,True,True,10000.0,11189.39,1189.39,11.89,39,43.59,1.51,0.3,-4.89,86.458
80,30,1.2,1.5,2.0,True,False,10000.0,10587.21,587.21,5.87,15,46.67,1.7,0.39,-2.05,86.324
85,30,1.2,1.5,2.0,True,False,10000.0,10587.21,587.21,5.87,15,46.67,1.7,0.39,-2.05,86.324
